,churn
2890,1
61919,1
60374,1
62904,1
88903,1
58672,1
106933,0
105875,0
77444,1
22972,1
81270,1
51747,1
75028,1
8821,1
61758,1
42585,1
43543,1
61374,1
2824,1
73321,1
90887,1
34497,1
28936,1
111227,0
83436,1
58441,1
113849,0
20565,1
72861,1
97896,0
102092,0
70555,1
54039,1
75776,1
105031,0
42237,1
20154,1
25617,1
24254,1
75557,1
28330,1
21599,1
73794,1
87441,1
12397,1
2216,1
26145,1
69708,1
80096,1
62300,1
105154,0
25157,1
95996,0
112065,0
37740,1
115161,0
21355,1
73120,1
97570,0
109860,0
47825,1
108191,0
103937,0
24372,1
27254,1
71851,1
46271,1
52408,1
13556,1
91531,1
45950,1
778,1
57760,1
64781,1
90675,1
110719,0
88559,1
73580,1
72436,1
27962,1
40021,1
2985,1
13428,1
62446,1
69243,1
1441,1
108563,0
57178,1
33993,1
37494,1
90033,1
53407,1
85473,1
5629,1
33868,1
85591,1
29153,1
33315,1
65996,1
98995,0
96234,0
72665,1
33114,1
36893,1
6808,0
99047,0
109075,0
83896,1
28408,1
101433,0
35086,1
104326,0
100354,0
66556,1
102761,0
19932,1
75071,1
115209,0
104430,0
85340,1
82680,1
68227,1
42587,1
68649,1
93816,0
18130,1
32025,1
111429,0
89851,1
108396,0
52187,1
51874,1
108091,0
29844,1
91300,1
49933,1
27102,1
56627,1
66750,1
13813,1
9528,1
61537,1
71309,1
22656,1
105152,0
30223,1
44717,1
109752,0
13210,1
27288,1
1110,1
106302,0
9427,1
24012,1
88411,1
111160,0
95727,0
74010,1
109890,0
113361,0
16967,1
11653,1
98806,0
100911,0
106372,0
6224,1
36344,1
28646,1
104964,0
101736,0
64252,1
4238,1
5902,1
67100,1
25608,1
78298,1
21752,1
51386,1
113351,0
6373,1
73942,1
66372,1
7285,1
80457,1
46528,1
109409,0
8604,1
21234,1
81037,1
69056,1
110354,0
39673,1
79543,1
20427,1
93644,0
17136,1
70553,1
17875,1
77952,1
57917,1
76899,1
42447,1
99995,0
73014,1
99065,0
45141,1
98351,0
90356,1
99501,0
84934,1
104446,0
19002,1
175,1
15252,1
60129,1
97673,0
105538,0
3370,1
25225,1
108311,0
48020,1
77608,1
29318,1
79276,1
94325,0
50503,1
53957,1
105590,0
4402,1
85274,1
67312,1
87736,1
61054,1
11340,1
510,1
47529,1
8440,1
101769,0
44796,1
26922,1
3229,1
92193,1
100601,0
50567,1
102338,0
38675,1
53514,1
101792,0
725,1
1132,1
63361,1
40575,1
104057,0
83651,1
111909,0
18450,1
28902,1
624,1
70206,1
6665,1
80064,1
49251,1
32709,1
93148,1
63495,1
10367,1
623,1
10507,1
3374,1
89581,1
64705,1
61903,1
93900,0
41137,1
6152,1
66177,1
21765,1
77246,1
39494,1
1550,1
39411,1
107600,0
17102,1
52974,1
93718,0
29760,1
96107,0
3856,1
75181,1
5867,1
26566,1
47564,1
28231,1
59990,1
106103,0
21589,1
44767,1
83798,1
2145,1
107596,0
114259,0
92329,1
63613,1
8960,1
56049,1
1014,1
79605,1
45050,1
88452,1
92192,1
38069,1
59151,1
24747,1
21973,1
94124,0
102825,0
21886,1
63317,1
11415,1
101457,0
10304,1
107811,0
56990,1
35096,1
84927,1
105372,0
53336,1
45092,1
77523,1
55861,1
48319,1
54617,1
9702,1
17867,1
41866,1
76307,1
53524,1
73501,1
45782,1
113967,0
38904,1
80384,1
37698,1
22122,1
104738,0
28723,1
56559,1
41406,1
84138,1
66198,1
78187,1
61092,1
64891,1
10503,1
1139,1
84125,0
27142,1
63561,1
64867,1
40925,1
6202,1
2087,1
86252,1
32135,1
71666,0
113364,0
91899,1
110743,0
77130,1
62817,1
53614,1
36375,1
22721,1
5422,1
64439,1
29810,1
333,1
1434,1
82241,1
51829,1
13069,1
12780,1
91111,1
43814,1
95405,0
41503,1
16122,1
90071,1
46594,1
66144,1
81361,1
45871,1
28950,1
93770,0
71751,1
82445,1
71277,1
45659,1
99442,0
83508,1
56815,1
52950,1
14178,1
18154,1
68945,1
37137,1
56379,1
95985,0
81106,0
95885,0
69634,1
20766,1
83994,1
29423,1
85260,1
58473,1
89503,1
45644,1
74929,1
52054,1
45884,1
64676,1
54306,1
41830,1
23626,1
19958,1
102840,0
2322,1
12934,1
39919,1
107039,0
110890,0
85720,1
55701,1
65056,1
97168,0
6394,1
85013,1
84900,1
41715,1
55152,1
99434,0
99935,0
13090,1
5985,1
103795,0
113094,0
20993,1
44099,1
15316,1
103702,0
77416,1
100641,0
36443,1
79601,1
14264,1
61445,1
58566,1
108640,0
28603,1
109898,0
7471,1
4822,1
44726,1
109849,0
32571,1
102584,0
108050,0
63667,1
100984,0
103166,0
108079,0
24184,1
104168,0
52944,1
4219,1
18739,1
1798,1
9904,1
63276,1
34035,1
109431,0
108509,0
44081,1
47968,1
11843,1
76764,1
42083,1
34292,1
110673,0
39473,1
32391,1
29884,1
80042,1
12197,1
47295,1
44192,1
30716,1
4853,1
46153,1
54081,1
108655,0
73022,1
42523,1
92832,1
103392,0
38586,1
47594,1
67348,1
79542,1
95075,0
55918,1
27592,1
69217,1
68723,1
47668,1
14487,1
105463,0
3059,1
73653,1
41191,1
38550,1
47795,1
32565,1
41422,1
41934,1
17368,1
6095,1
77597,1
25802,1
44963,1
85952,1
3946,1
6481,1
107910,0
21645,1
27858,1
5246,1
92381,1
51847,1
89938,1
88967,1
7904,1
83263,1
115621,0
43791,1
98812,0
11452,1
66354,1
96224,0
87842,1
94620,0
50209,1
3592,1
42752,1
104258,0
81771,1
107267,0
18828,1
64411,1
81693,1
20494,1
67644,1
51462,1
104468,0
32125,1
70640,1
73329,1
87994,1
65081,1
6848,1
34339,1
36168,1
74796,1
30690,1
92934,1
82453,1
76631,1
96553,0
79766,1
10832,1
94083,0
25784,1
21792,1
112284,0
50549,1
18631,1
42838,1
85362,1
15784,1
82548,1
107173,0
82552,1
109047,0
9825,1
11015,1
42586,1
105003,0
88582,1
75174,1
53150,1
68120,1
113728,0
76185,1
31280,1
18331,1
54127,1
58406,1
90242,1
16696,1
49612,1
105632,0
86977,1
78551,1
45038,1
71389,1
54288,1
682,1
48028,1
18070,1
70857,1
42272,1
37742,1
113774,0
104201,0
88392,1
77756,1
11785,1
84254,1
98468,0
110999,0
114232,0
99198,0
32976,1
49355,1
85894,1
11416,1
17414,1
108287,0
44261,1
77059,1
82937,1
79003,1
60040,1
87414,1
34057,1
10297,1
105766,0
63403,1
84929,1
67750,1
75223,1
10797,1
67190,1
101119,0
115075,0
100245,0
44008,1
109543,0
32028,1
55351,1
77345,1
26440,1
42079,1
11913,1
98536,0
85139,1
110249,0
22850,1
20076,1
114423,0
9327,1
111095,0
25533,1
78612,1
96550,0
33563,1
52541,1
56514,1
99741,0
100190,0
22265,1
50041,1
28270,1
415,1
93896,0
63777,1
47076,1
90813,1
71611,1
20582,1
35143,1
62630,1
8520,1
26340,1
79825,1
89505,1
75809,1
5313,1
28463,1
48967,1
17101,1
66563,1
44356,1
109646,0
68063,1
104899,0
89266,1
103904,0
946,1
110947,0
3477,1
94191,0
84415,1
91829,1
8870,1
13248,1
31202,1
57043,1
16471,1
105515,0
17059,1
65769,1
11828,1
104422,0
6927,1
82740,1
8547,1
18366,1
104591,0
39618,1
75171,1
89222,1
38837,1
14022,1
92625,1
42197,1
74348,1
18802,1
19637,1
66915,1
27833,1
98139,0
89028,1
35971,1
105734,0
48103,1
45228,1
60801,1
31667,1
84038,1
10215,1
2746,1
27615,1
60789,1
56503,1
46958,1
50896,1
90067,1
8775,1
44861,1
111402,0
30432,1
24125,1
85288,1
84127,1
7562,1
72610,1
76451,1
52038,1
66420,1
13969,1
108045,0
113493,0
100567,0
12815,1
32971,1
84819,1
1553,1
46432,1
111131,0
32704,1
935,1
71137,1
35788,1
31746,1
29117,1
91218,1
9367,1
5093,1
30345,1
75650,1
77845,1
21092,1
20812,1
104473,0
48916,1
113065,0
64343,1
50444,1
25267,1
65073,1
21281,1
43593,1
93000,1
6952,1
30692,1
3883,1
89385,1
73507,1
55666,1
15781,1
102373,0
87619,1
15245,1
36160,1
55401,1
105102,0
9677,1
31440,1
102606,0
58801,1
103620,0
30389,1
103251,0
103936,0
53139,1
105743,0
8253,1
103104,0
67690,1
57157,1
37074,1
35751,1
102616,0
70623,1
13037,1
47247,1
56128,1
24393,1
106825,0
14559,1
71435,1
47395,1
13711,1
90118,1
65400,1
44965,1
54518,1
108717,0
99001,0
81600,1
43795,1
1767,1
81979,1
16750,1
98458,0
584,1
25464,1
55786,1
94451,0
111939,0
27451,1
12889,1
25169,1
36907,1
39213,1
19324,1
95027,0
101819,0
77844,1
56154,1
71488,1
63694,1
29817,1
73285,1
113829,0
44161,1
100838,0
37033,1
112486,0
80640,1
60116,1
61569,1
8219,1
33451,1
62552,1
96396,0
22654,1
99076,0
33651,1
114111,0
107106,0
39104,1
39245,1
11474,1
9694,1
21109,1
7100,1
31140,1
50224,1
113169,0
60457,1
31370,0
113923,0
29029,1
39619,1
57206,1
110465,0
103878,0
102625,0
67316,1
24890,1
54886,1
10777,1
94462,0
30513,1
109734,0
21336,1
102197,0
23213,1
90495,1
74988,1
5396,1
104504,0
63376,1
102006,0
77301,1
72995,1
8987,1
77136,1
85531,1
22283,1
107326,0
87778,1
68621,1
89888,1
889,1
23499,1
106279,0
79233,1
87943,1
53507,1
64683,1
115187,0
89158,1
60916,1
88320,1
16225,1
50360,1
91885,1
107238,0
82716,1
115068,0
43845,1
53266,1
74884,1
55853,1
63739,1
14790,1
96790,0
101519,0
52104,1
11446,1
81055,1
98964,0
20241,1
28287,1
3581,1
1411,1
64240,1
83293,1
102888,0
8566,1
33035,1
15621,1
107629,0
100457,0
80718,1
95418,0
6387,1
105011,0
50752,1
112934,0
112162,0
62507,1
5923,1
35258,1
23658,1
88924,1
41404,1
31146,1
89126,1
112593,0
55599,1
51447,1
83011,1
3572,1
103437,0
52149,1
29324,1
107037,0
67167,1
52853,1
64013,1
23363,1
97606,0
85566,1
71054,1
52600,1
26956,1
30594,1
1406,1
77199,1
2002,1
43385,1
99460,0
21843,1
42544,1
67784,1
19072,1
82898,1
103442,0
81736,1
44802,1
34370,1
77887,1
109365,0
99734,0
72031,1
63243,1
95690,0
13939,1
68046,1
66932,1
65567,1
26364,1
72607,1
77494,1
30802,1
34157,1
23761,1
91105,0
17389,1
20796,1
49284,1
74733,1
109964,0
16337,1
67264,1
79845,1
91689,1
60820,1
36309,1
16555,1
4824,1
58880,1
97862,0
71275,1
58630,1
73913,1
37043,1
99403,0
49952,1
11907,1
13787,1
93215,1
30924,1
69560,1
40817,1
55169,1
94172,0
24043,1
49047,1
81457,1
106567,0
57908,1
107967,0
80417,1
80862,1
2485,1
84960,1
82314,1
33347,1
89277,1
20353,1
44805,1
18693,1
33719,1
69796,1
106903,0
111731,0
55887,1
63790,1
26264,1
43879,1
16652,1
31647,1
53136,1
45472,1
61314,1
11279,1
94459,0
94482,0
20383,1
19556,1
16310,1
51485,1
17734,1
8037,1
27153,1
73262,1
7133,1
61909,1
107061,0
8120,1
22365,1
68340,1
66649,1
63418,1
113748,0
50003,1
5142,1
67880,1
27379,1
16646,1
93611,0
51496,1
56971,1
8295,1
94381,0
63129,1
104527,0
63452,1
32197,1
49184,1
63766,1
71335,1
55476,1
6052,1
24118,1
29899,1
105374,0
78823,1
84542,1
28069,1
91369,1
15256,1
5439,1
72320,1
69998,1
26308,1
87933,1
71547,1
72137,1
86659,1
115393,0
24370,1
104565,0
113587,0
86951,1
38249,1
66118,1
67355,1
82464,1
46438,1
44409,1
71993,1
72160,1
112444,0
54872,1
73420,1
59930,1
15968,1
61014,1
55605,1
88726,1
16634,1
9725,1
63011,1
88358,1
85879,1
113617,0
47216,1
37861,1
73068,1
57322,1
74102,1
53952,1
50735,1
103448,0
45303,1
95754,0
7008,1
35600,1
68448,1
90428,1
61534,1
13880,1
80219,1
37904,1
3815,1
115590,0
83985,1
35950,1
39836,1
26356,1
62280,1
109789,0
5118,1
52800,1
103771,0
102886,0
36145,1
10753,1
77805,1
73025,1
35620,1
87384,1
101974,0
74499,1
24542,1
32049,1
105312,0
85305,1
69687,1
56273,1
13035,1
70488,1
88738,1
65399,1
78348,1
114101,0
38091,1
84553,1
27793,1
75743,1
82682,1
1147,1
62604,1
107899,0
60785,1
33455,1
111392,0
65196,1
65296,1
108811,0
115024,0
68511,1
101958,0
44463,1
49904,1
52935,1
70754,1
41077,1
60821,1
62377,1
67537,1
12662,1
39362,1
81905,1
11629,1
13359,1
33590,1
40057,1
43235,1
42216,1
52242,1
23364,1
13314,1
98847,0
282,1
23366,1
36269,1
67122,1
85836,1
14064,1
91545,1
65418,1
98570,0
49974,1
5166,1
13199,1
103581,0
115006,0
65646,1
61706,1
32167,1
75642,1
21076,1
28652,1
80750,1
93563,1
33781,1
47255,1
51342,1
78639,1
1741,1
68777,1
27046,1
95317,0
79645,1
8385,1
74119,1
91954,1
69195,1
105562,0
46057,1
108189,0
11515,1
105837,0
20533,1
90504,1
82591,1
115401,0
37536,1
100732,0
7405,1
26806,1
58868,1
67955,1
22309,1
65965,1
42797,1
67409,1
35975,1
16079,1
76082,1
3362,1
34455,1
62224,1
675,1
13736,1
13441,1
83128,1
62033,1
48729,1
25005,1
6971,1
39036,1
87783,1
80575,1
49232,1
107210,0
57651,1
13885,1
533,1
16346,1
111372,0
32973,1
95627,0
13047,1
86493,1
65265,1
16141,1
40687,1
50289,1
107716,0
29338,1
115658,0
29802,1
70439,1
92605,1
114211,0
111495,0
58991,1
59152,1
28618,1
17737,1
50292,1
42012,1
69433,1
46987,1
56270,1
48813,1
75591,1
63215,1
33912,1
72298,1
49278,1
7717,1
3242,1
84362,1
95475,0
63857,1
21149,1
24326,1
107376,0
68874,1
27246,1
24861,1
13237,1
80824,1
101827,0
75450,1
20622,1
76157,1
87281,1
29964,1
86610,1
104617,0
11321,1
107328,0
51156,1
105628,0
67457,1
104417,0
66123,1
88308,1
74261,1
23247,1
94980,0
42484,1
94984,0
101962,0
4197,1
11588,1
49576,1
90882,1
87529,1
100721,0
43738,1
7366,1
35499,1
33135,1
56877,1
80795,1
93009,1
46794,1
36349,1
72044,1
98779,0
63589,1
65826,1
96539,0
29427,1
75018,1
33,1
47861,1
114329,0
56428,1
29616,1
70954,1
65790,1
64726,1
12696,1
88127,1
39580,1
25417,1
48369,1
50933,1
23068,1
78279,1
98158,0
92370,1
73313,1
92229,1
67154,1
12957,1
86970,1
42842,1
12046,1
46480,1
10445,1
63082,1
63477,1
52365,1
84574,1
78465,1
48450,1
52708,1
41760,1
110220,0
42498,1
42132,1
64214,1
67925,1
91879,1
104561,0
84923,1
61133,1
3011,1
61108,1
43274,1
22257,1
21146,1
44833,1
3881,1
38715,1
55058,1
32463,1
11822,1
27809,1
110200,0
23416,1
68032,1
29952,1
29593,1
61072,1
17589,1
88750,1
85512,1
77921,1
26028,1
39834,1
88651,1
85721,1
41054,1
84375,1
63396,1
24075,1
58231,1
88255,1
96058,0
14565,1
104652,0
37221,1
39714,1
53345,1
15278,1
31623,1
72471,1
86083,1
114751,0
32162,1
87537,0
89462,1
55824,1
32664,1
11974,1
84379,1
35892,1
65951,1
85782,1
59976,1
112155,0
97647,0
6739,1
60688,1
62541,1
110316,0
79469,1
80305,1
13620,1
38309,1
4964,1
47308,1
18415,1
35302,1
34319,1
6616,1
17821,1
66591,1
66105,1
27919,1
105465,0
89252,1
46265,1
26693,1
111204,0
77283,1
86538,1
108789,0
27124,1
96728,0
110569,0
3475,1
98023,0
53992,1
66329,1
66970,1
16763,1
86127,1
76111,1
50957,1
85257,1
88787,1
14301,1
39893,1
99793,0
85056,1
53771,1
25471,1
92655,1
12239,1
39615,1
3573,1
67905,1
95772,0
29391,1
37675,1
93746,0
74156,1
49217,1
72115,1
62140,1
62551,1
22113,1
14107,1
49408,1
40645,1
83228,1
339,1
83747,1
33449,1
63107,1
78905,1
7763,1
27100,1
106957,0
73645,1
86388,1
12870,1
43811,1
30954,1
4504,1
77354,1
32717,1
18962,1
17246,1
71211,1
32465,1
104376,0
57309,1
46212,1
110633,0
59416,1
29550,1
90272,1
55763,1
20813,1
104291,0
21272,1
14145,1
93192,1
58081,1
80450,1
106808,0
3409,1
78909,1
90747,1
105263,0
29772,1
13766,1
96862,0
91319,1
41360,1
98528,0
19160,1
62615,1
47399,1
99716,0
67357,1
40956,1
35293,1
97491,0
109112,0
20065,1
18309,1
17036,1
8885,1
81105,0
12733,1
46705,1
112349,0
96040,0
87346,1
92260,1
19769,1
107943,0
71408,1
46723,1
13386,1
39587,1
68625,1
15325,1
4525,1
32458,1
78054,1
65573,1
21539,1
45677,1
19940,1
20782,1
16863,1
75443,1
38430,1
22628,1
78343,1
99505,0
113857,0
11054,1
19420,1
99059,0
35546,1
31470,1
114599,0
73722,1
71134,1
13788,1
32562,1
80153,1
84822,1
110185,0
102308,0
102348,0
26812,1
41064,1
101041,0
61351,1
19147,1
3031,1
67972,1
13564,1
73916,1
42482,1
56980,1
51143,1
95120,0
38841,1
99350,0
96890,0
38994,1
80860,1
104675,0
48146,1
97422,0
114021,0
76562,1
13031,1
93092,1
33158,1
60617,1
45336,1
58094,1
112039,0
41752,1
13326,1
23392,1
45164,1
87771,1
20377,1
106781,0
29563,1
56421,1
32433,1
17310,1
51195,1
49330,1
64039,1
109381,0
19246,1
105643,0
58846,1
77849,1
94411,0
17776,1
10251,1
39076,1
101878,0
61641,1
65749,1
110188,0
61337,1
35296,1
115647,0
45150,1
5609,1
88379,1
38282,1
50718,1
109624,0
104782,0
14496,1
41420,1
38830,1
102743,0
64197,1
63890,1
40356,1
50578,1
41639,1
87914,1
19896,1
40136,1
85895,1
107312,0
60971,1
84191,1
94639,0
77702,1
57574,1
74415,1
67569,1
112398,0
51468,1
10518,1
111869,0
79272,1
12133,1
2349,1
1034,1
77648,1
86558,1
88803,1
83555,1
39837,1
86730,1
40241,1
65477,1
66246,1
87587,1
92151,1
59052,1
64326,1
113123,0
69624,1
31,1
109997,0
79514,1
33788,1
68500,1
83774,1
42931,1
86684,1
60479,1
64718,1
33673,1
89019,1
56032,1
114448,0
61647,1
72393,1
38790,1
36326,1
72213,1
22798,1
97196,0
100755,0
43417,1
62636,1
56789,1
94110,0
100330,0
79228,1
65302,1
53159,1
97115,0
79423,1
20792,0
51797,1
89559,1
7216,1
74171,1
107524,0
74049,1
26996,1
70882,1
106559,0
35999,1
110351,0
52175,1
17550,0
20233,1
33622,1
51492,1
47857,1
67911,1
62779,1
29618,1
72207,1
75935,1
42253,1
30139,1
84679,1
91289,1
14442,1
52004,1
98376,0
4672,1
6485,1
24943,1
56812,1
79836,1
46484,1
113662,0
241,1
12254,1
52051,1
40976,1
90409,1
81066,1
40899,1
16378,1
58675,1
1292,1
103259,0
34192,1
103218,0
56275,1
50043,1
51884,1
5509,1
38933,1
62634,1
44249,1
55346,1
96607,0
83149,1
49843,1
95916,0
39608,1
33989,1
5830,1
90744,1
79600,1
80930,1
21813,1
13241,1
50566,1
75764,1
2199,1
61917,1
111443,0
46335,1
42177,1
45072,1
62329,1
46032,1
80315,1
91983,1
19006,1
40290,1
50308,1
63655,1
19956,1
105356,0
56446,1
57101,1
75210,1
17805,1
20633,1
34574,1
24019,1
78733,1
9476,1
74137,1
66572,1
53306,1
13002,1
38627,1
67384,1
86432,1
88071,1
65956,1
91933,1
4544,1
32826,1
71647,1
22209,1
17990,1
62014,1
79210,1
110286,0
20179,1
2016,1
82362,1
35163,1
54590,0
52353,1
75712,1
91835,1
67490,1
26275,1
100858,0
30211,1
28805,1
21472,1
74203,1
95367,0
31863,1
83918,1
95881,0
6147,1
109531,0
38254,1
32330,1
79833,1
4774,1
70903,1
108417,0
64401,1
75890,1
42876,1
72037,1
57310,1
35349,1
21208,1
5859,1
110073,0
33775,1
47952,1
87780,1
77083,1
41118,1
16071,1
16032,1
55743,1
41646,1
31729,1
12472,1
19030,1
72727,1
80249,1
83603,1
99010,0
82058,1
7993,1
14823,1
64681,1
51111,1
27698,1
111662,0
112685,0
29744,1
73561,1
112643,0
59539,1
6195,1
15644,1
62039,1
112165,0
109115,0
37645,1
34580,1
94650,0
62939,1
34621,1
90789,1
101319,0
42218,1
76329,1
11371,1
13897,1
94082,0
11541,1
64937,1
18322,1
55154,1
26007,1
101604,0
27834,1
14099,1
91194,1
105826,0
23635,1
77192,1
85744,1
9312,1
58787,1
28876,1
64413,1
69929,1
1391,1
103262,0
103774,0
1053,1
14322,1
28304,1
6603,1
57205,1
93941,0
39468,1
95933,0
53754,1
24255,1
23974,1
34079,1
25358,1
64778,1
59779,1
30537,1
92228,1
80403,1
79375,1
91612,1
49727,1
37297,1
111396,0
92033,1
93608,0
11328,1
28835,1
71785,1
85946,1
95176,0
1415,1
84697,1
22531,1
10422,1
16614,1
50568,1
75035,1
89221,1
39540,1
82940,1
105952,0
87303,1
15609,1
56672,1
9864,1
66854,1
16593,1
22434,1
46395,1
68059,1
102381,0
32718,1
1417,1
75373,1
18340,1
12531,1
85904,1
83155,1
38375,1
68419,1
29009,1
21279,1
107265,0
69938,1
102566,0
37507,1
30025,1
8127,1
30726,1
107217,0
95525,0
36853,1
54400,1
3666,1
39667,1
69817,1
31823,1
4752,1
70832,1
108813,0
94839,0
89149,1
13872,1
88331,1
108234,0
111271,0
45888,1
9266,1
47561,1
107597,0
110497,0
1725,1
82634,1
68065,1
59068,1
58276,1
57853,1
30652,1
108070,0
16172,1
10281,1
12968,1
2776,1
30401,1
10365,1
61596,1
96332,0
63296,1
7666,1
98389,0
102468,0
69706,1
113476,0
47645,1
15127,1
101772,0
19802,1
27515,1
53578,1
108770,0
98792,0
15123,1
31846,1
34297,1
111509,0
20020,1
34963,1
18965,1
64178,1
50093,1
22730,1
95391,0
41411,1
80272,1
57613,1
44753,1
66,1
107913,0
71287,1
42694,1
31312,1
94464,0
101100,0
106371,0
63218,1
16742,1
99027,0
41131,1
56112,1
87395,1
45528,1
104619,0
18550,1
103172,0
103968,0
14801,1
44034,1
106985,0
65739,1
53171,1
106350,0
40849,1
39014,1
88155,1
12273,1
107708,0
91774,1
45805,1
95855,0
50947,1
47034,1
15104,1
72199,1
8482,1
73237,1
36162,1
52647,1
5250,1
33225,1
112887,0
36649,1
6587,1
107614,0
113860,0
20412,1
7437,1
106025,0
8587,1
53631,1
30514,1
49297,1
1675,1
53995,1
10511,1
52437,1
66646,1
45322,1
101590,0
38770,1
1888,1
83324,1
5474,1
101460,0
13780,1
46016,1
28964,1
56001,1
59277,1
107118,0
52326,1
115071,0
84018,1
100152,0
103712,0
108426,0
83455,1
20635,1
33730,1
85826,1
35880,1
103059,0
80909,1
21936,1
106575,0
10218,1
30634,1
34427,1
46812,1
103365,0
30657,1
70046,1
57686,1
10460,1
78178,1
32153,1
43920,1
65955,1
84448,1
31340,1
91393,1
8889,1
112703,0
6320,1
95125,0
10790,1
38619,1
93686,0
70701,1
24569,1
69113,1
51632,1
29121,1
33554,1
22880,1
87615,1
33878,1
10802,1
27752,1
37584,1
30335,1
56586,1
58654,1
112700,0
59313,1
60544,1
55215,1
97145,0
104508,0
49783,1
68308,1
52804,1
81308,1
105817,0
27552,1
12363,1
113474,0
55067,1
103203,0
32027,1
80740,1
54903,1
23600,1
36556,1
19862,1
4680,1
28716,1
105369,0
68105,1
51581,1
13737,1
72259,1
24381,1
32450,1
70252,1
60736,1
40977,1
110850,0
56184,1
82585,1
8173,1
41944,1
104559,0
14180,1
67310,1
91039,1
73524,1
12441,1
7698,1
30491,1
112153,0
107588,0
55406,1
28400,1
108232,0
16373,1
31077,1
81987,1
12464,1
111586,0
2573,1
70060,1
18718,1
112217,0
113912,0
93382,1
25749,1
13577,1
43576,1
22973,1
88823,1
28453,1
8130,1
92531,1
19036,1
114429,0
746,1
33548,1
39099,1
31687,1
115084,0
20254,1
92562,1
33861,1
27871,1
44,1
31695,1
59739,1
71320,1
110918,0
3061,1
94038,0
22956,1
113083,0
30516,1
82613,1
83886,1
35152,1
64605,1
89066,1
87327,1
31448,1
78758,1
13858,1
45727,1
10827,1
78337,1
95089,0
91207,1
14282,1
1564,1
43492,1
58464,1
109704,0
15913,1
3497,1
843,1
103492,0
3331,1
73421,1
28649,1
105549,0
83967,1
79080,1
98875,0
86315,1
71344,1
101090,0
42596,1
30869,1
24467,1
16095,1
22175,1
8002,1
65728,1
12717,1
18463,1
36394,1
40502,1
111082,0
39227,1
50070,1
64936,1
103523,0
73686,1
10496,1
48311,1
31738,1
93855,0
83259,1
87861,1
39842,1
30468,1
25668,1
87908,1
60104,1
13848,1
4180,1
55533,1
68493,1
86969,1
95402,0
63336,1
49011,1
103655,0
72403,1
76778,1
27064,1
107565,0
56105,1
85044,1
80137,1
4256,1
105594,0
29463,1
30820,1
38665,1
110710,0
29408,1
33213,1
91326,1
44746,1
60060,1
98004,0
49799,1
80983,1
85444,1
17711,1
55780,1
5984,1
22418,1
89454,1
69421,1
56443,1
88745,1
66771,1
47133,1
58339,1
43027,1
107249,0
100026,0
82799,1
54853,1
53365,1
51175,1
62143,1
54599,1
85827,1
85940,1
11834,1
95997,0
8346,1
9835,1
44016,1
112060,0
102290,0
51196,1
60463,1
17687,1
15302,1
54493,1
84482,1
44745,1
16520,1
365,1
100646,0
96250,0
81498,1
21889,1
10980,1
61041,1
33637,1
67966,1
91873,1
60679,1
79850,1
114731,0
15748,1
96348,0
59394,1
7496,1
15022,1
110396,0
34751,1
21366,1
37125,1
98939,0
19856,1
55101,1
91014,1
21940,1
106286,0
52259,1
35466,1
67284,1
44710,1
44486,1
55439,1
9964,1
10620,1
18182,1
49098,1
34033,1
48358,1
48460,1
92922,1
66256,1
103535,0
105567,0
115395,0
56918,0
54056,1
72206,1
9939,1
87104,1
25727,1
99374,0
107945,0
77579,1
74829,1
41703,1
24058,1
695,1
71459,1
43491,1
8897,1
88246,1
30505,1
45011,1
107931,0
13071,1
56436,1
78878,1
24870,1
71272,1
43502,1
9617,1
96622,0
355,1
18954,1
19133,1
51502,1
106741,0
25614,1
69319,1
70626,1
35784,1
65398,1
46129,1
75391,1
70247,1
2183,1
51933,1
63875,1
51163,1
76830,1
54963,1
12360,1
62714,1
85114,1
92952,1
88743,1
89720,1
69069,1
12933,1
81293,1
7243,1
75399,1
55955,1
14621,1
101008,0
75634,1
15569,1
23422,1
19914,1
18357,1
75380,1
97312,0
30829,1
47226,1
19904,1
3549,1
10782,1
40947,1
78467,1
53877,1
7078,1
17885,1
51445,1
25281,1
107917,0
66814,1
30439,1
9069,1
40591,1
14981,1
84361,1
115288,0
76502,1
73768,1
96584,0
83980,1
41321,1
112204,0
109959,0
66975,1
61227,1
33188,1
43359,1
12846,1
4678,1
87997,1
105188,0
86361,1
113419,0
32338,1
24169,1
24053,1
52608,1
68798,1
12213,1
109599,0
44428,1
52466,1
82008,1
95543,0
88799,1
63295,1
77011,1
7073,1
88115,1
102904,0
58261,1
5995,1
94548,0
71432,1
65784,1
37693,1
13894,1
101738,0
28775,1
102310,0
108240,0
101908,0
54329,1
54308,1
91460,1
12556,1
74519,1
83485,1
41378,1
92738,1
65664,1
106516,0
94477,0
36870,1
27112,1
39913,1
106661,0
726,1
91589,1
18597,1
95308,0
95908,0
45299,1
11911,1
13131,1
100069,0
13061,1
14752,1
77243,1
114871,0
19376,1
40245,1
80670,1
79943,1
48825,1
50810,1
34331,1
35348,1
38562,1
95668,0
59690,1
54161,1
28189,1
10682,1
13272,1
101419,0
2029,1
18910,1
6382,1
105537,0
70619,1
79298,1
68710,1
49631,1
67030,1
94902,0
55190,1
13051,1
34528,1
27493,1
